run_id,source_id,relative_path,filename,extension,detected_mime_type,detected_type,extension_type_mismatch,size_bytes,sha256,container_source_id,container_path,archive_member_name,folder_area,likely_document_class,likely_workstream,inventory_status,extraction_status,readability_status,error,warnings,duplicate_group,near_duplicate_group,same_basename_group,version_family,probable_version_status,probable_version_confidence,analysis_eligible,include_in_analysis,review_required
20260901T081036940718Z-ea9100a654cb,SRC-0011,01_Performance_Pack/PX-F02.xlsx,PX-F02.xlsx,.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,xlsx,False,3749,40b3785d7b48086f8399a1e4aa1b7b203c2fa7232716e329849b3c361dbe5b28,,,,01_Performance_Pack,unknown,unknown,registered,not_started,readable,,[],,,,,undetermined,0.0,True,True,True
20260901T081036940718Z-ea9100a654cb,SRC-0012,01_Performance_Pack/PX-F03.xlsx,PX-F03.xlsx,.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,xlsx,False,3924,e4944034707224eedbb23b0df523b77c86b66dbc0e542f190eee0f046ef3aa00,,,,01_Performance_Pack,unknown,unknown,registered,not_started,readable,,[],,,,,undetermined,0.0,True,True,True
20260901T081036940718Z-ea9100a654cb,SRC-0013,01_Performance_Pack/PX-F04.xlsx,PX-F04.xlsx,.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,xlsx,False,3765,842bc20e13b11134b2e61f3e02f2ccadef2ab99b97bd85de0e687dad8cb2f2aa,,,,01_Performance_Pack,unknown,unknown,registered,not_started,readable,,[],,,,,undetermined,0.0,True,True,True
20260901T081036940718Z-ea9100a654cb,SRC-0014,01_Performance_Pack/PX-F05.xlsx,PX-F05.xlsx,.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,xlsx,False,4018,30d6d0015632285c16156d8f451639cbfbf4b9f1805ef4c305f6772c4e82cce1,,,,01_Performance_Pack,unknown,unknown,registered,not_started,readable,,[],,,,,undetermined,0.0,True,True,True
20260901T081036940718Z-ea9100a654cb,SRC-0015,01_Performance_Pack/PX-F06.xlsx,PX-F06.xlsx,.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,xlsx,False,3852,b15f18ca80c025cbfff37d8426d3598247e0259ce2cd271b6aa467599a5475bf,,,,01_Performance_Pack,unknown,unknown,registered,not_started,readable,,[],,,,,undetermined,0.0,True,True,True
20260901T081036940718Z-ea9100a654cb,SRC-0016,02_Contracts_Corporate/CX-17-Rev2.pdf,CX-17-Rev2.pdf,.pdf,application/pdf,pdf,False,2328,d99613fe929a2f828b3b15bdd27c1bf05e17757016274c098277e1359a6159d6,,,,02_Contracts_Corporate,contract_or_agreement,unknown,registered,not_started,readable,,"[""version_candidate_not_authoritative"",""near_duplicate_candidate""]",,NEAR-0001,,VER-0001,potentially_current,0.85,True,True,True
20260901T081036940718Z-ea9100a654cb,SRC-0017,02_Contracts_Corporate/CX-17.pdf,CX-17.pdf,.pdf,application/pdf,pdf,False,2322,f64e95225891165f78508b3c51344833b469ed4fb9c5bfb2c1273cc2cf155079,,,,02_Contracts_Corporate,contract_or_agreement,unknown,registered,not_started,readable,,"[""exact_checksum_duplicate"",""version_candidate_not_authoritative"",""near_duplicate_candidate""]",DUP-0001,NEAR-0001,,VER-0001,potentially_superseded,0.75,True,True,True
20260901T081036940718Z-ea9100a654cb,SRC-0018,02_Contracts_Corporate/CX-18.pdf,CX-18.pdf,.pdf,application/pdf,pdf,False,2208,21a3a110fc1849dd15c8d3b4d08583707fc931d9c4fc52a9ef25e7df296fd741,,,,02_Contracts_Corporate,contract_or_agreement,unknown,registered,not_started,readable,,"[""version_candidate_not_authoritative"",""near_duplicate_candidate""]",,NEAR-0001,,VER-0001,potentially_superseded,0.75,True,True,True
20260901T081036940718Z-ea9100a654cb,SRC-0019,02_Contracts_Corporate/CX-21.pdf,CX-21.pdf,.pdf,application/pdf,pdf,False,2172,be10eea6fa8f3d082f1f8ce0825343c162741889033be6bde1905ce38eedc235,,,,02_Contracts_Corporate,contract_or_agreement,unknown,registered,not_started,readable,,"[""version_candidate_not_authoritative"",""near_duplicate_candidate""]",,NEAR-0001,,VER-0001,potentially_superseded,0.75,True,True,True
20260901T081036940718Z-ea9100a654cb,SRC-0020,02_Contracts_Corporate/CX-22-Rev2.xlsx,CX-22-Rev2.xlsx,.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,xlsx,False,3775,9d711f9e7335076fbd9a3aaf90a90e8a52fe613326adb0f7b51453da486092c4,,,,02_Contracts_Corporate,contract_or_agreement,unknown,registered,not_started,readable,,[],,,,,undetermined,0.0,True,True,True
20260901T081036940718Z-ea9100a654cb,SRC-0021,02_Contracts_Corporate/CX-23.pdf,CX-23.pdf,.pdf,application/pdf,pdf,False,2264,3bb0104a46824875a5719ff574bcfb8c740d8e28b29eced8144b882ea5dce849,,,,02_Contracts_Corporate,contract_or_agreement,unknown,registered,not_started,readable,,"[""version_candidate_not_authoritative"",""near_duplicate_candidate""]",,NEAR-0001,,VER-0001,potentially_superseded,0.75,True,True,True
20260901T081036940718Z-ea9100a654cb,SRC-0022,02_Contracts_Corporate/CX-24.pdf,CX-24.pdf,.pdf,application/pdf,pdf,False,2232,4991ebc69a80f45b6ba6cfdae877b03fef2b77d9295eb4f68d9ca436a0dfeb67,,,,02_Contracts_Corporate,contract_or_agreement,unknown,registered,not_started,readable,,"[""version_candidate_not_authoritative"",""near_duplicate_candidate""]",,NEAR-0001,,VER-0001,potentially_superseded,0.75,True,True,True
20260901T081036940718Z-ea9100a654cb,SRC-0023,02_Contracts_Corporate/CX-25.pdf,CX-25.pdf,.pdf,application/pdf,pdf,False,2146,b319ceef647c4c42b1044b0cc9b7c954c708fec153037b7569f69138a4a5cc39,,,,02_Contracts_Corporate,contract_or_agreement,unknown,registered,not_started,readable,,"[""version_candidate_not_authoritative"",""near_duplicate_candidate""]",,NEAR-0001,,VER-0001,potentially_superseded,0.75,True,True,True
20260901T081036940718Z-ea9100a654cb,SRC-0024,02_Contracts_Corporate/CX-31.pdf,CX-31.pdf,.pdf,application/pdf,pdf,False,2213,2e2015c32010859275dae34646d30adbf43232bc6a3bd6482e327f3b27e74e27,,,,02_Contracts_Corporate,contract_or_agreement,unknown,registered,not_started,readable,,"[""version_candidate_not_authoritative"",""near_duplicate_candidate""]",,NEAR-0001,,VER-0001,potentially_superseded,0.75,True,True,True
20260901T081036940718Z-ea9100a654cb,SRC-0025,02_Contracts_Corporate/CX-32.pdf,CX-32.pdf,.pdf,application/pdf,pdf,False,2234,422afc8755500073736cdc29f57ee2a68dd3e63259486dc5e81a241b928931f0,,,,02_Contracts_Corporate,contract_or_agreement,unknown,registered,not_started,readable,,"[""version_candidate_not_authoritative"",""near_duplicate_candidate""]",,NEAR-0001,,VER-0001,potentially_superseded,0.75,True,True,True
20260901T081036940718Z-ea9100a654cb,SRC-0026,03_People_Systems/HX-02.xlsx,HX-02.xlsx,.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,xlsx,False,3746,bf7bd21b6c80fc615bad74accf1e11f3dd7ea7fe296594a3f6546ea9998887a6,,,,03_People_Systems,unknown,unknown,registered,not_started,readable,,[],,,,,undetermined,0.0,True,True,True
20260901T081036940718Z-ea9100a654cb,SRC-0027,03_People_Systems/SX-10.pdf,SX-10.pdf,.pdf,application/pdf,pdf,False,2344,5ed930e9f7afc05800487d37177f773375e457acca4d8619a68250dd27fc95c5,,,,03_People_Systems,unknown,unknown,registered,not_started,readable,,[],,,,,undetermined,0.0,True,True,True
20260901T081036940718Z-ea9100a654cb,SRC-0028,03_People_Systems/SX-11.docx,SX-11.docx,.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,docx,False,38281,1b62b68d253d59f06db4f3147a209ee73122fbec643fcf01037fd564e2eaa323,,,,03_People_Systems,unknown,unknown,registered,not_started,readable,,[],,,,,undetermined,0.0,True,True,True
20260901T081036940718Z-ea9100a654cb,SRC-0029,03_People_Systems/SX-12.docx,SX-12.docx,.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,docx,False,38242,2ac4984d005e1da6b03a5d0bf10afe33e362c3baf2593716593bed3e23341ec4,,,,03_People_Systems,unknown,unknown,registered,not_started,readable,,[],,,,,undetermined,0.0,True,True,True
20260901T081036940718Z-ea9100a654cb,SRC-0030,03_People_Systems/SX-13.docx,SX-13.docx,.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,docx,False,38232,480c3f6b41334359a87df8a18f1f1eabcdd98dee4de18714307f7386c0149b3b,,,,03_People_Systems,unknown,unknown,registered,not_started,readable,,[],,,,,undetermined,0.0,True,True,True
20260901T081036940718Z-ea9100a654cb,SRC-0031,03_People_Systems/SX-99.docx,SX-99.docx,.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,docx,False,38279,baba694e09369036dd9aeb769ece1a90e69790d2fe5606402419c9559c0439e7,,,,03_People_Systems,unknown,unknown,registered,not_started,readable,,[],,,,,undetermined,0.0,True,True,True
20260901T081036940718Z-ea9100a654cb,SRC-0032,04_Compliance_Archive/ArchiveAlias-991.pdf,ArchiveAlias-991.pdf,.pdf,application/pdf,pdf,False,2322,f64e95225891165f78508b3c51344833b469ed4fb9c5bfb2c1273cc2cf155079,,,,04_Compliance_Archive,unknown,unknown,registered,not_started,readable,,"[""exact_checksum_duplicate""]",DUP-0001,,,,undetermined,0.0,True,False,True
20260901T081036940718Z-ea9100a654cb,SRC-0033,04_Compliance_Archive/Cafeteria-Menu.pdf,Cafeteria-Menu.pdf,.pdf,application/pdf,pdf,False,2144,a195624a5a48a4d2fed46925a8c9bdf69098bdd469fb8b8bfd2c4e3580cf53da,,,,04_Compliance_Archive,unknown,unknown,registered,not_started,readable,,[],,,,,undetermined,0.0,True,True,True
20260901T081036940718Z-ea9100a654cb,SRC-0034,04_Compliance_Archive/Damaged-Source.pdf,Damaged-Source.pdf,.pdf,application/pdf,pdf,False,66,85a4088661a0b60c987f222df56f01eff17c84db9e34198329fd353840737910,,,,04_Compliance_Archive,unknown,unknown,registered_unreadable,blocked_unreadable,unreadable,invalid PDF: EOF marker not found,[],,,,,undetermined,0.0,True,False,True
20260901T081036940718Z-ea9100a654cb,SRC-0035,04_Compliance_Archive/Mislabelled-Register.xlsx,Mislabelled-Register.xlsx,.xlsx,text/csv,csv,True,58,4447580b07a1e1c7ce745beff2d085189c537d512c8dd42b4c926fc5d9de5673,,,,04_Compliance_Archive,unknown,unknown,registered,not_started,readable,,"[""extension_content_type_mismatch""]",,,,,undetermined,0.0,True,True,True
20260901T081036940718Z-ea9100a654cb,SRC-0036,04_Compliance_Archive/Responses-2024.zip,Responses-2024.zip,.zip,application/zip,zip,False,6500,ad0bdd4dcde74df90c38ec91653c4d41d465ae73a919d8731119f5c0b517354f,,,,04_Compliance_Archive,unknown,unknown,registered_container,not_applicable_container,readable,,[],,,,,undetermined,0.0,False,False,True
20260901T081036940718Z-ea9100a654cb,SRC-0037,04_Compliance_Archive/Scan-47.pdf,Scan-47.pdf,.pdf,application/pdf,pdf,False,69246,288251162791e7dd6dfff0fcd5c55299a19a43642882898b2404f794e37fc1a8,,,,04_Compliance_Archive,unknown,unknown,registered,not_started,readable,,[],,,,,undetermined,0.0,True,True,True
20260901T081036940718Z-ea9100a654cb,SRC-0038,04_Compliance_Archive/SI-731.pdf,SI-731.pdf,.pdf,application/pdf,pdf,False,2147,8c96944793da74432af1d1911c3bbe9c551161b981c7cd593be09e5fae1a31ad,,,,04_Compliance_Archive,unknown,unknown,registered,not_started,readable,,[],,,,,undetermined,0.0,True,True,True
20260901T081036940718Z-ea9100a654cb,SRC-0039,04_Compliance_Archive/SI-732.pdf,SI-732.pdf,.pdf,application/pdf,pdf,False,2147,df58fbbf3b6463e116dc8e648b163dd92be8d66f8f8b470989f7b70e02efb130,,,,04_Compliance_Archive,unknown,unknown,registered,not_started,readable,,[],,,,,undetermined,0.0,True,True,True
20260901T081036940718Z-ea9100a654cb,SRC-0040,04_Compliance_Archive/TX-01-Rev2.pdf,TX-01-Rev2.pdf,.pdf,application/pdf,pdf,False,2151,69d862f6ad38559d986c0669bb6d6ef3acf11bcd7f378436ae9865cfb04bdada,,,,04_Compliance_Archive,unknown,unknown,registered,not_started,readable,,"[""version_candidate_not_authoritative"",""near_duplicate_candidate""]",,NEAR-0002,,VER-0002,potentially_current,0.85,True,True,True
20260901T081036940718Z-ea9100a654cb,SRC-0041,04_Compliance_Archive/TX-01.pdf,TX-01.pdf,.pdf,application/pdf,pdf,False,2124,a7a0eb32f68b76d8bad2dc9400dd24bf90e406f451cb07f9ee0cf06bfa48c773,,,,04_Compliance_Archive,unknown,unknown,registered,not_started,readable,,"[""version_candidate_not_authoritative"",""near_duplicate_candidate""]",,NEAR-0002,,VER-0002,potentially_superseded,0.75,True,True,True
20260901T081036940718Z-ea9100a654cb,SRC-0042,04_Compliance_Archive/TX-02-Rev2.xlsx,TX-02-Rev2.xlsx,.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,xlsx,False,3696,e34dc8f1f1ae25b59cd281d6e6591b22f3add8fef97014297d55896c7ed0d5be,,,,04_Compliance_Archive,unknown,unknown,registered,not_started,readable,,"[""version_candidate_not_authoritative"",""near_duplicate_candidate""]",,NEAR-0003,,VER-0003,potentially_current,0.85,True,True,True
20260901T081036940718Z-ea9100a654cb,SRC-0043,04_Compliance_Archive/TX-03.pdf,TX-03.pdf,.pdf,application/pdf,pdf,False,2155,c50f03a514106563c803281294804b01c72f5d8d642f1029874490a00620ed45,,,,04_Compliance_Archive,unknown,unknown,registered,not_started,readable,,"[""version_candidate_not_authoritative"",""near_duplicate_candidate""]",,NEAR-0002,,VER-0002,potentially_superseded,0.75,True,True,True
20260901T081036940718Z-ea9100a654cb,SRC-0044,04_Compliance_Archive/TX-04.xlsx,TX-04.xlsx,.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,xlsx,False,3705,7b4c9eef3ace89a6798983e7417147a8708b7e3ef9427fe2044d40dc36ae8055,,,,04_Compliance_Archive,unknown,unknown,registered,not_started,readable,,"[""version_candidate_not_authoritative"",""near_duplicate_candidate""]",,NEAR-0003,,VER-0003,potentially_superseded,0.75,True,True,True
20260901T081036940718Z-ea9100a654cb,SRC-0045,04_Compliance_Archive/TX-05.pdf,TX-05.pdf,.pdf,application/pdf,pdf,False,2148,c6b7aa4918a87cc3610897e86621c0b92885e9a000271da322759d1399bb10ef,,,,04_Compliance_Archive,unknown,unknown,registered,not_started,readable,,"[""version_candidate_not_authoritative"",""near_duplicate_candidate""]",,NEAR-0002,,VER-0002,potentially_superseded,0.75,True,True,True
20260901T081036940718Z-ea9100a654cb,SRC-0046,04_Compliance_Archive/TX-06.pdf,TX-06.pdf,.pdf,application/pdf,pdf,False,2133,537d5fbfcf88ea84ceb3ab8300689b539fd872357fe88df53d2c19b3e90eb4c1,,,,04_Compliance_Archive,unknown,unknown,registered,not_started,readable,,"[""version_candidate_not_authoritative"",""near_duplicate_candidate""]",,NEAR-0002,,VER-0002,potentially_superseded,0.75,True,True,True
20260901T081036940718Z-ea9100a654cb,SRC-0047,04_Compliance_Archive/TX-07.xlsx,TX-07.xlsx,.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,xlsx,False,3817,5543da9dfaf1e87bdb6d3c63d6ebbf04f24b4bf46ac8cfb0f27ad37b5d25d36e,,,,04_Compliance_Archive,unknown,unknown,registered,not_started,readable,,"[""version_candidate_not_authoritative"",""near_duplicate_candidate""]",,NEAR-0003,,VER-0003,potentially_superseded,0.75,True,True,True
20260901T081036940718Z-ea9100a654cb,SRC-0048,04_Compliance_Archive/TX-08.pdf,TX-08.pdf,.pdf,application/pdf,pdf,False,2129,46c7b0f0e2175209cd674aea726100a46222765307b58eac2c25ac95b7f0d690,,,,04_Compliance_Archive,unknown,unknown,registered,not_started,readable,,"[""version_candidate_not_authoritative"",""near_duplicate_candidate""]",,NEAR-0002,,VER-0002,potentially_superseded,0.75,True,True,True
20260901T081036940718Z-ea9100a654cb,SRC-0049,zip://04_Compliance_Archive/Responses-2024.zip!/answer-bundle/customer-note.pdf,customer-note.pdf,.pdf,application/pdf,pdf,False,2082,2421df75528f266373a542568640a1819b09a990c05502fd7aa114bdcc951cb1,SRC-0036,04_Compliance_Archive/Responses-2024.zip,answer-bundle/customer-note.pdf,04_Compliance_Archive/Responses-2024.zip/answer-bundle,unknown,commercial,registered,not_started,readable,,[],,,,,undetermined,0.0,True,True,True
20260901T081036940718Z-ea9100a654cb,SRC-0050,zip://04_Compliance_Archive/Responses-2024.zip!/answer-bundle/lease-note.pdf,lease-note.pdf,.pdf,application/pdf,pdf,False,2107,c970dda9b167c7bd049753d597b2c594e1bdd329c52bf527bdd01e57f4e1f6a4,SRC-0036,04_Compliance_Archive/Responses-2024.zip,answer-bundle/lease-note.pdf,04_Compliance_Archive/Responses-2024.zip/answer-bundle,contract_or_agreement,unknown,registered,not_started,readable,,[],,,,,undetermined,0.0,True,True,True
20260901T081036940718Z-ea9100a654cb,SRC-0051,zip://04_Compliance_Archive/Responses-2024.zip!/reconciliations/workforce_rollforward.csv,workforce_rollforward.csv,.csv,text/csv,csv,False,42,22b94a8976d2e73cfb9b3e1645a0aee5b16a4fc54fce677f4241f779f882cda3,SRC-0036,04_Compliance_Archive/Responses-2024.zip,reconciliations/workforce_rollforward.csv,04_Compliance_Archive/Responses-2024.zip/reconciliations,unknown,unknown,registered,not_started,readable,,[],,,,,undetermined,0.0,True,True,True
20260901T081036940718Z-ea9100a654cb,SRC-0052,zip://04_Compliance_Archive/Responses-2024.zip!/restricted/people_register.xlsx,people_register.xlsx,.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,xlsx,False,3807,a9963c5346ed3604202701741a26c1fcfcb9003cba651ef331c75308f6e3838e,SRC-0036,04_Compliance_Archive/Responses-2024.zip,restricted/people_register.xlsx,04_Compliance_Archive/Responses-2024.zip/restricted,unknown,unknown,registered,not_started,readable,,[],,,,,undetermined,0.0,True,True,True
